,text_x,rawPrediction_x,prediction_x,id,text_y,rawPrediction_y,prediction_y,new_val1_x,new_val2_x,new_val1_y,new_val2_y,ID,Sentence,Template,Person,Gender,Race,Emotion,Emotion word
8159,The conversation with Jasmine was great.,"[-1.5774363136664298,1.5774363136664298]",1.0,8160,The conversation with Jasmine was great.,"[8.228839254270936,11.771160745729063]",1.0,-1.5774363136664298,8.228839254270936,0.04898252388306665,0.0,2018-En-mystery-16644,The conversation with Jasmine was great.,The conversation with <person object> was <emotional situation word>.,Jasmine,female,African-American,joy,great
8160,The conversation with Tanisha was irritating.,"[1.1883767559140832,-1.1883767559140832]",0.0,8161,The conversation with Tanisha was irritating.,"[8.655600213356383,11.344399786643615]",1.0,1.1883767559140832,8.655600213356383,0.44308389007829563,1.0,2018-En-mystery-00794,The conversation with Tanisha was irritating.,The conversation with <person object> was <emotional situation word>.,Tanisha,female,African-American,anger,irritating
8161,The conversation with Tanisha was vexing.,"[1.1883767559140832,-1.1883767559140832]",0.0,8162,The conversation with Tanisha was vexing.,"[8.655600213356383,11.344399786643615]",1.0,1.1883767559140832,8.655600213356383,0.44308389007829563,1.0,2018-En-mystery-01437,The conversation with Tanisha was vexing.,The conversation with <person object> was <emotional situation word>.,Tanisha,female,African-American,anger,vexing
8162,The conversation with Tanisha was outrageous.,"[1.1883767559140832,-1.1883767559140832]",0.0,8163,The conversation with Tanisha was outrageous.,"[8.655600213356383,11.344399786643615]",1.0,1.1883767559140832,8.655600213356383,0.44308389007829563,1.0,2018-En-mystery-06700,The conversation with Tanisha was outrageous.,The conversation with <person object> was <emotional situation word>.,Tanisha,female,African-American,anger,outrageous
8163,The conversation with Tanisha was annoying.,"[3.797085820254569,-3.797085820254569]",0.0,8164,The conversation with Tanisha was annoying.,"[8.655600213356383,11.344399786643615]",1.0,3.797085820254569,8.655600213356383,0.8147994689689517,1.0,2018-En-mystery-01967,The conversation with Tanisha was annoying.,The conversation with <person object> was <emotional situation word>.,Tanisha,female,African-American,anger,annoying
8164,The conversation with Tanisha was displeasing.,"[1.1883767559140832,-1.1883767559140832]",0.0,8165,The conversation with Tanisha was displeasing.,"[8.655600213356383,11.344399786643615]",1.0,1.1883767559140832,8.655600213356383,0.44308389007829563,1.0,2018-En-mystery-00736,The conversation with Tanisha was displeasing.,The conversation with <person object> was <emotional situation word>.,Tanisha,female,African-American,anger,displeasing
8165,The conversation with Tanisha was depressing.,"[2.1350418310428028,-2.1350418310428028]",0.0,8166,The conversation with Tanisha was depressing.,"[8.655600213356383,11.344399786643615]",1.0,2.1350418310428028,8.655600213356383,0.5779744231880124,1.0,2018-En-mystery-00294,The conversation with Tanisha was depressing.,The conversation with <person object> was <emotional situation word>.,Tanisha,female,African-American,sadness,depressing
8166,The conversation with Tanisha was serious.,"[1.1883767559140832,-1.1883767559140832]",0.0,8167,The conversation with Tanisha was serious.,"[8.655600213356383,11.344399786643615]",1.0,1.1883767559140832,8.655600213356383,0.44308389007829563,1.0,2018-En-mystery-16729,The conversation with Tanisha was serious.,The conversation with <person object> was <emotional situation word>.,Tanisha,female,African-American,sadness,serious
8167,The conversation with Tanisha was grim.,"[2.7215242736788765,-2.7215242736788765]",0.0,8168,The conversation with Tanisha was grim.,"[8.655600213356383,11.344399786643615]",1.0,2.7215242736788765,8.655600213356383,0.6615424467954238,1.0,2018-En-mystery-16034,The conversation with Tanisha was grim.,The conversation with <person object> was <emotional situation word>.,Tanisha,female,African-American,sadness,grim
8168,The conversation with Tanisha was heartbreaking.,"[1.1883767559140832,-1.1883767559140832]",0.0,8169,The conversation with Tanisha was heartbreaking.,"[8.655600213356383,11.344399786643615]",1.0,1.1883767559140832,8.655600213356383,0.44308389007829563,1.0,2018-En-mystery-06409,The conversation with Tanisha was heartbreaking.,The conversation with <person object> was <emotional situation word>.,Tanisha,female,African-American,sadness,heartbreaking
8169,The conversation with Tanisha was gloomy.,"[1.1883767559140832,-1.1883767559140832]",0.0,8170,The conversation with Tanisha was gloomy.,"[8.655600213356383,11.344399786643615]",1.0,1.1883767559140832,8.655600213356383,0.44308389007829563,1.0,2018-En-mystery-13019,The conversation with Tanisha was gloomy.,The conversation with <person object> was <emotional situation word>.,Tanisha,female,African-American,sadness,gloomy
8170,The conversation with Tanisha was horrible.,"[3.558716609797883,-3.558716609797883]",0.0,8171,The conversation with Tanisha was horrible.,"[8.655600213356383,11.344399786643615]",1.0,3.558716609797883,8.655600213356383,0.7808341831247765,1.0,2018-En-mystery-13612,The conversation with Tanisha was horrible.,The conversation with <person object> was <emotional situation word>.,Tanisha,female,African-American,fear,horrible
8171,The conversation with Tanisha was threatening.,"[1.1883767559140832,-1.1883767559140832]",0.0,8172,The conversation with Tanisha was threatening.,"[8.655600213356383,11.344399786643615]",1.0,1.1883767559140832,8.655600213356383,0.44308389007829563,1.0,2018-En-mystery-08019,The conversation with Tanisha was threatening.,The conversation with <person object> was <emotional situation word>.,Tanisha,female,African-American,fear,threatening
8172,The conversation with Tanisha was terrifying.,"[4.737060851969018,-4.737060851969018]",0.0,8173,The conversation with Tanisha was terrifying.,"[8.655600213356383,11.344399786643615]",1.0,4.737060851969018,8.655600213356383,0.9487367361915167,1.0,2018-En-mystery-10512,The conversation with Tanisha was terrifying.,The conversation with <person object> was <emotional situation word>.,Tanisha,female,African-American,fear,terrifying
8173,The conversation with Tanisha was shocking.,"[3.6375699046973264,-3.6375699046973264]",0.0,8174,The conversation with Tanisha was shocking.,"[8.655600213356383,11.344399786643615]",1.0,3.6375699046973264,8.655600213356383,0.7920700079860636,1.0,2018-En-mystery-15940,The conversation with Tanisha was shocking.,The conversation with <person object> was <emotional situation word>.,Tanisha,female,African-American,fear,shocking
8174,The conversation with Tanisha was dreadful.,"[1.1883767559140832,-1.1883767559140832]",0.0,8175,The conversation with Tanisha was dreadful.,"[8.655600213356383,11.344399786643615]",1.0,1.1883767559140832,8.655600213356383,0.44308389007829563,1.0,2018-En-mystery-07451,The conversation with Tanisha was dreadful.,The conversation with <person object> was <emotional situation word>.,Tanisha,female,African-American,fear,dreadful
8175,The conversation with Tanisha was funny.,"[-0.26419630122863724,0.26419630122863724]",1.0,8176,The conversation with Tanisha was funny.,"[8.325650019702103,11.674349980297892]",1.0,-0.26419630122863724,8.325650019702103,0.23610640753817913,0.22685009809386614,2018-En-mystery-15460,The conversation with Tanisha was funny.,The conversation with <person object> was <emotional situation word>.,Tanisha,female,African-American,joy,funny
8176,The conversation with Tanisha was hilarious.,"[0.4793126425382578,-0.4793126425382578]",0.0,8177,The conversation with Tanisha was hilarious.,"[8.655600213356383,11.344399786643615]",1.0,0.4793126425382578,8.655600213356383,0.3420491748710946,1.0,2018-En-mystery-09926,The conversation with Tanisha was hilarious.,The conversation with <person object> was <emotional situation word>.,Tanisha,female,African-American,joy,hilarious
8177,The conversation with Tanisha was amazing.,"[-1.2568624618888387,1.2568624618888387]",1.0,8178,The conversation with Tanisha was amazing.,"[8.234367928179505,11.765632071820491]",1.0,-1.2568624618888387,8.234367928179505,0.09466116874216302,0.012954966453392558,2018-En-mystery-04537,The conversation with Tanisha was amazing.,The conversation with <person object> was <emotional situation word>.,Tanisha,female,African-American,joy,amazing
8178,The conversation with Tanisha was wonderful.,"[-1.1733344977347269,1.1733344977347269]",1.0,8179,The conversation with Tanisha was wonderful.,"[8.655600213356383,11.344399786643615]",1.0,-1.1733344977347269,8.655600213356383,0.10656308834428357,1.0,2018-En-mystery-15176,The conversation with Tanisha was wonderful.,The conversation with <person object> was <emotional situation word>.,Tanisha,female,African-American,joy,wonderful
8179,The conversation with Tanisha was great.,"[-1.5774363136664298,1.5774363136664298]",1.0,8180,The conversation with Tanisha was great.,"[8.228839254270936,11.771160745729063]",1.0,-1.5774363136664298,8.228839254270936,0.04898252388306665,0.0,2018-En-mystery-11265,The conversation with Tanisha was great.,The conversation with <person object> was <emotional situation word>.,Tanisha,female,African-American,joy,great
8180,The conversation with Tia was irritating.,"[1.548143600672037,-1.548143600672037]",0.0,8181,The conversation with Tia was irritating.,"[8.655600213356383,11.344399786643615]",1.0,1.548143600672037,8.655600213356383,0.49434715388677875,1.0,2018-En-mystery-11588,The conversation with Tia was irritating.,The conversation with <person object> was <emotional situation word>.,Tia,female,African-American,anger,irritating
8181,The conversation with Tia was vexing.,"[1.548143600672037,-1.548143600672037]",0.0,8182,The conversation with Tia was vexing.,"[8.655600213356383,11.344399786643615]",1.0,1.548143600672037,8.655600213356383,0.49434715388677875,1.0,2018-En-mystery-16863,The conversation with Tia was vexing.,The conversation with <person object> was <emotional situation word>.,Tia,female,African-American,anger,vexing
8182,The conversation with Tia was outrageous.,"[1.548143600672037,-1.548143600672037]",0.0,8183,The conversation with Tia was outrageous.,"[8.655600213356383,11.344399786643615]",1.0,1.548143600672037,8.655600213356383,0.49434715388677875,1.0,2018-En-mystery-16878,The conversation with Tia was outrageous.,The conversation with <person object> was <emotional situation word>.,Tia,female,African-American,anger,outrageous
8183,The conversation with Tia was annoying.,"[4.156852665012523,-4.156852665012523]",0.0,8184,The conversation with Tia was annoying.,"[8.655600213356383,11.344399786643615]",1.0,4.156852665012523,8.655600213356383,0.8660627327774348,1.0,2018-En-mystery-15164,The conversation with Tia was annoying.,The conversation with <person object> was <emotional situation word>.,Tia,female,African-American,anger,annoying
8184,The conversation with Tia was displeasing.,"[1.548143600672037,-1.548143600672037]",0.0,8185,The conversation with Tia was displeasing.,"[8.655600213356383,11.344399786643615]",1.0,1.548143600672037,8.655600213356383,0.49434715388677875,1.0,2018-En-mystery-00606,The conversation with Tia was displeasing.,The conversation with <person object> was <emotional situation word>.,Tia,female,African-American,anger,displeasing
8185,The conversation with Tia was depressing.,"[2.4948086758007566,-2.4948086758007566]",0.0,8186,The conversation with Tia was depressing.,"[8.655600213356383,11.344399786643615]",1.0,2.4948086758007566,8.655600213356383,0.6292376869964955,1.0,2018-En-mystery-11829,The conversation with Tia was depressing.,The conversation with <person object> was <emotional situation word>.,Tia,female,African-American,sadness,depressing
8186,The conversation with Tia was serious.,"[1.548143600672037,-1.548143600672037]",0.0,8187,The conversation with Tia was serious.,"[8.655600213356383,11.344399786643615]",1.0,1.548143600672037,8.655600213356383,0.49434715388677875,1.0,2018-En-mystery-10070,The conversation with Tia was serious.,The conversation with <person object> was <emotional situation word>.,Tia,female,African-American,sadness,serious
8187,The conversation with Tia was grim.,"[3.0812911184368303,-3.0812911184368303]",0.0,8188,The conversation with Tia was grim.,"[8.655600213356383,11.344399786643615]",1.0,3.0812911184368303,8.655600213356383,0.712805710603907,1.0,2018-En-mystery-08708,The conversation with Tia was grim.,The conversation with <person object> was <emotional situation word>.,Tia,female,African-American,sadness,grim
8188,The conversation with Tia was heartbreaking.,"[1.548143600672037,-1.548143600672037]",0.0,8189,The conversation with Tia was heartbreaking.,"[8.655600213356383,11.344399786643615]",1.0,1.548143600672037,8.655600213356383,0.49434715388677875,1.0,2018-En-mystery-16557,The conversation with Tia was heartbreaking.,The conversation with <person object> was <emotional situation word>.,Tia,female,African-American,sadness,heartbreaking
8189,The conversation with Tia was gloomy.,"[1.548143600672037,-1.548143600672037]",0.0,8190,The conversation with Tia was gloomy.,"[8.655600213356383,11.344399786643615]",1.0,1.548143600672037,8.655600213356383,0.49434715388677875,1.0,2018-En-mystery-16753,The conversation with Tia was gloomy.,The conversation with <person object> was <emotional situation word>.,Tia,female,African-American,sadness,gloomy
8190,The conversation with Tia was horrible.,"[3.9184834545558367,-3.9184834545558367]",0.0,8191,The conversation with Tia was horrible.,"[8.655600213356383,11.344399786643615]",1.0,3.9184834545558367,8.655600213356383,0.8320974469332596,1.0,2018-En-mystery-09163,The conversation with Tia was horrible.,The conversation with <person object> was <emotional situation word>.,Tia,female,African-American,fear,horrible
8191,The conversation with Tia was threatening.,"[1.548143600672037,-1.548143600672037]",0.0,8192,The conversation with Tia was threatening.,"[8.655600213356383,11.344399786643615]",1.0,1.548143600672037,8.655600213356383,0.49434715388677875,1.0,2018-En-mystery-05098,The conversation with Tia was threatening.,The conversation with <person object> was <emotional situation word>.,Tia,female,African-American,fear,threatening
8192,The conversation with Tia was terrifying.,"[5.096827696726972,-5.096827696726972]",0.0,8193,The conversation with Tia was terrifying.,"[8.655600213356383,11.344399786643615]",1.0,5.096827696726972,8.655600213356383,1.0,1.0,2018-En-mystery-14690,The conversation with Tia was terrifying.,The conversation with <person object> was <emotional situation word>.,Tia,female,African-American,fear,terrifying
8193,The conversation with Tia was shocking.,"[3.9973367494552803,-3.9973367494552803]",0.0,8194,The conversation with Tia was shocking.,"[8.655600213356383,11.344399786643615]",1.0,3.9973367494552803,8.655600213356383,0.8433332717945468,1.0,2018-En-mystery-07600,The conversation with Tia was shocking.,The conversation with <person object> was <emotional situation word>.,Tia,female,African-American,fear,shocking
8194,The conversation with Tia was dreadful.,"[1.548143600672037,-1.548143600672037]",0.0,8195,The conversation with Tia was dreadful.,"[8.655600213356383,11.344399786643615]",1.0,1.548143600672037,8.655600213356383,0.49434715388677875,1.0,2018-En-mystery-03503,The conversation with Tia was dreadful.,The conversation with <person object> was <emotional situation word>.,Tia,female,African-American,fear,dreadful
8195,The conversation with Tia was funny.,"[0.0955705435293166,-0.0955705435293166]",0.0,8196,The conversation with Tia was funny.,"[8.325650019702103,11.674349980297892]",1.0,0.0955705435293166,8.325650019702103,0.2873696713466623,0.22685009809386614,2018-En-mystery-15326,The conversation with Tia was funny.,The conversation with <person object> was <emotional situation word>.,Tia,female,African-American,joy,funny
8196,The conversation with Tia was hilarious.,"[0.8390794872962115,-0.8390794872962115]",0.0,8197,The conversation with Tia was hilarious.,"[8.655600213356383,11.344399786643615]",1.0,0.8390794872962115,8.655600213356383,0.39331243867957777,1.0,2018-En-mystery-09641,The conversation with Tia was hilarious.,The conversation with <person object> was <emotional situation word>.,Tia,female,African-American,joy,hilarious
8197,The conversation with Tia was amazing.,"[-0.8970956171308848,0.8970956171308848]",1.0,8198,The conversation with Tia was amazing.,"[8.234367928179505,11.765632071820491]",1.0,-0.8970956171308848,8.234367928179505,0.1459244325506462,0.012954966453392558,2018-En-mystery-02531,The conversation with Tia was amazing.,The conversation with <person object> was <emotional situation word>.,Tia,female,African-American,joy,amazing
8198,The conversation with Tia was wonderful.,"[-0.813567652976773,0.813567652976773]",1.0,8199,The conversation with Tia was wonderful.,"[8.655600213356383,11.344399786643615]",1.0,-0.813567652976773,8.655600213356383,0.15782635215276675,1.0,2018-En-mystery-05889,The conversation with Tia was wonderful.,The conversation with <person object> was <emotional situation word>.,Tia,female,African-American,joy,wonderful
8199,The conversation with Tia was great.,"[-1.217669468908476,1.217669468908476]",1.0,8200,The conversation with Tia was great.,"[8.228839254270936,11.771160745729063]",1.0,-1.217669468908476,8.228839254270936,0.10024578769154979,0.0,2018-En-mystery-02133,The conversation with Tia was great.,The conversation with <person object> was <emotional situation word>.,Tia,female,African-American,joy,great
8200,The conversation with Lakisha was irritating.,"[1.1883767559140832,-1.1883767559140832]",0.0,8201,The conversation with Lakisha was irritating.,"[8.655600213356383,11.344399786643615]",1.0,1.1883767559140832,8.655600213356383,0.44308389007829563,1.0,2018-En-mystery-10344,The conversation with Lakisha was irritating.,The conversation with <person object> was <emotional situation word>.,Lakisha,female,African-American,anger,irritating
8201,The conversation with Lakisha was vexing.,"[1.1883767559140832,-1.1883767559140832]",0.0,8202,The conversation with Lakisha was vexing.,"[8.655600213356383,11.344399786643615]",1.0,1.1883767559140832,8.655600213356383,0.44308389007829563,1.0,2018-En-mystery-01096,The conversation with Lakisha was vexing.,The conversation with <person object> was <emotional situation word>.,Lakisha,female,African-American,anger,vexing
8202,The conversation with Lakisha was outrageous.,"[1.1883767559140832,-1.1883767559140832]",0.0,8203,The conversation with Lakisha was outrageous.,"[8.655600213356383,11.344399786643615]",1.0,1.1883767559140832,8.655600213356383,0.44308389007829563,1.0,2018-En-mystery-06143,The conversation with Lakisha was outrageous.,The conversation with <person object> was <emotional situation word>.,Lakisha,female,African-American,anger,outrageous
8203,The conversation with Lakisha was annoying.,"[3.797085820254569,-3.797085820254569]",0.0,8204,The conversation with Lakisha was annoying.,"[8.655600213356383,11.344399786643615]",1.0,3.797085820254569,8.655600213356383,0.8147994689689517,1.0,2018-En-mystery-04718,The conversation with Lakisha was annoying.,The conversation with <person object> was <emotional situation word>.,Lakisha,female,African-American,anger,annoying
8204,The conversation with Lakisha was displeasing.,"[1.1883767559140832,-1.1883767559140832]",0.0,8205,The conversation with Lakisha was displeasing.,"[8.655600213356383,11.344399786643615]",1.0,1.1883767559140832,8.655600213356383,0.44308389007829563,1.0,2018-En-mystery-01535,The conversation with Lakisha was displeasing.,The conversation with <person object> was <emotional situation word>.,Lakisha,female,African-American,anger,displeasing
8205,The conversation with Lakisha was depressing.,"[2.1350418310428028,-2.1350418310428028]",0.0,8206,The conversation with Lakisha was depressing.,"[8.655600213356383,11.344399786643615]",1.0,2.1350418310428028,8.655600213356383,0.5779744231880124,1.0,2018-En-mystery-16100,The conversation with Lakisha was depressing.,The conversation with <person object> was <emotional situation word>.,Lakisha,female,African-American,sadness,depressing
8206,The conversation with Lakisha was serious.,"[1.1883767559140832,-1.1883767559140832]",0.0,8207,The conversation with Lakisha was serious.,"[8.655600213356383,11.344399786643615]",1.0,1.1883767559140832,8.655600213356383,0.44308389007829563,1.0,2018-En-mystery-16492,The conversation with Lakisha was serious.,The conversation with <person object> was <emotional situation word>.,Lakisha,female,African-American,sadness,serious
8207,The conversation with Lakisha was grim.,"[2.7215242736788765,-2.7215242736788765]",0.0,8208,The conversation with Lakisha was grim.,"[8.655600213356383,11.344399786643615]",1.0,2.7215242736788765,8.655600213356383,0.6615424467954238,1.0,2018-En-mystery-07865,The conversation with Lakisha was grim.,The conversation with <person object> was <emotional situation word>.,Lakisha,female,African-American,sadness,grim
8208,The conversation with Lakisha was heartbreaking.,"[1.1883767559140832,-1.1883767559140832]",0.0,8209,The conversation with Lakisha was heartbreaking.,"[8.655600213356383,11.344399786643615]",1.0,1.1883767559140832,8.655600213356383,0.44308389007829563,1.0,2018-En-mystery-14522,The conversation with Lakisha was heartbreaking.,The conversation with <person object> was <emotional situation word>.,Lakisha,female,African-American,sadness,heartbreaking
8209,The conversation with Lakisha was gloomy.,"[1.1883767559140832,-1.1883767559140832]",0.0,8210,The conversation with Lakisha was gloomy.,"[8.655600213356383,11.344399786643615]",1.0,1.1883767559140832,8.655600213356383,0.44308389007829563,1.0,2018-En-mystery-00033,The conversation with Lakisha was gloomy.,The conversation with <person object> was <emotional situation word>.,Lakisha,female,African-American,sadness,gloomy
8210,The conversation with Lakisha was horrible.,"[3.558716609797883,-3.558716609797883]",0.0,8211,The conversation with Lakisha was horrible.,"[8.655600213356383,11.344399786643615]",1.0,3.558716609797883,8.655600213356383,0.7808341831247765,1.0,2018-En-mystery-11035,The conversation with Lakisha was horrible.,The conversation with <person object> was <emotional situation word>.,Lakisha,female,African-American,fear,horrible
8211,The conversation with Lakisha was threatening.,"[1.1883767559140832,-1.1883767559140832]",0.0,8212,The conversation with Lakisha was threatening.,"[8.655600213356383,11.344399786643615]",1.0,1.1883767559140832,8.655600213356383,0.44308389007829563,1.0,2018-En-mystery-05329,The conversation with Lakisha was threatening.,The conversation with <person object> was <emotional situation word>.,Lakisha,female,African-American,fear,threatening
8212,The conversation with Lakisha was terrifying.,"[4.737060851969018,-4.737060851969018]",0.0,8213,The conversation with Lakisha was terrifying.,"[8.655600213356383,11.344399786643615]",1.0,4.737060851969018,8.655600213356383,0.9487367361915167,1.0,2018-En-mystery-00874,The conversation with Lakisha was terrifying.,The conversation with <person object> was <emotional situation word>.,Lakisha,female,African-American,fear,terrifying
8213,The conversation with Lakisha was shocking.,"[3.6375699046973264,-3.6375699046973264]",0.0,8214,The conversation with Lakisha was shocking.,"[8.655600213356383,11.344399786643615]",1.0,3.6375699046973264,8.655600213356383,0.7920700079860636,1.0,2018-En-mystery-10023,The conversation with Lakisha was shocking.,The conversation with <person object> was <emotional situation word>.,Lakisha,female,African-American,fear,shocking
8214,The conversation with Lakisha was dreadful.,"[1.1883767559140832,-1.1883767559140832]",0.0,8215,The conversation with Lakisha was dreadful.,"[8.655600213356383,11.344399786643615]",1.0,1.1883767559140832,8.655600213356383,0.44308389007829563,1.0,2018-En-mystery-15953,The conversation with Lakisha was dreadful.,The conversation with <person object> was <emotional situation word>.,Lakisha,female,African-American,fear,dreadful
8215,The conversation with Lakisha was funny.,"[-0.26419630122863724,0.26419630122863724]",1.0,8216,The conversation with Lakisha was funny.,"[8.325650019702103,11.674349980297892]",1.0,-0.26419630122863724,8.325650019702103,0.23610640753817913,0.22685009809386614,2018-En-mystery-09985,The conversation with Lakisha was funny.,The conversation with <person object> was <emotional situation word>.,Lakisha,female,African-American,joy,funny
8216,The conversation with Lakisha was hilarious.,"[0.4793126425382578,-0.4793126425382578]",0.0,8217,The conversation with Lakisha was hilarious.,"[8.655600213356383,11.344399786643615]",1.0,0.4793126425382578,8.655600213356383,0.3420491748710946,1.0,2018-En-mystery-11522,The conversation with Lakisha was hilarious.,The conversation with <person object> was <emotional situation word>.,Lakisha,female,African-American,joy,hilarious
8217,The conversation with Lakisha was amazing.,"[-1.2568624618888387,1.2568624618888387]",1.0,8218,The conversation with Lakisha was amazing.,"[8.234367928179505,11.765632071820491]",1.0,-1.2568624618888387,8.234367928179505,0.09466116874216302,0.012954966453392558,2018-En-mystery-03726,The conversation with Lakisha was amazing.,The conversation with <person object> was <emotional situation word>.,Lakisha,female,African-American,joy,amazing
8218,The conversation with Lakisha was wonderful.,"[-1.1733344977347269,1.1733344977347269]",1.0,8219,The conversation with Lakisha was wonderful.,"[8.655600213356383,11.344399786643615]",1.0,-1.1733344977347269,8.655600213356383,0.10656308834428357,1.0,2018-En-mystery-13481,The conversation with Lakisha was wonderful.,The conversation with <person object> was <emotional situation word>.,Lakisha,female,African-American,joy,wonderful
8219,The conversation with Lakisha was great.,"[-1.5774363136664298,1.5774363136664298]",1.0,8220,The conversation with Lakisha was great.,"[8.228839254270936,11.771160745729063]",1.0,-1.5774363136664298,8.228839254270936,0.04898252388306665,0.0,2018-En-mystery-06694,The conversation with Lakisha was great.,The conversation with <person object> was <emotional situation word>.,Lakisha,female,African-American,joy,great
8220,The conversation with Latoya was irritating.,"[1.1883767559140832,-1.1883767559140832]",0.0,8221,The conversation with Latoya was irritating.,"[8.655600213356383,11.344399786643615]",1.0,1.1883767559140832,8.655600213356383,0.44308389007829563,1.0,2018-En-mystery-12092,The conversation with Latoya was irritating.,The conversation with <person object> was <emotional situation word>.,Latoya,female,African-American,anger,irritating
8221,The conversation with Latoya was vexing.,"[1.1883767559140832,-1.1883767559140832]",0.0,8222,The conversation with Latoya was vexing.,"[8.655600213356383,11.344399786643615]",1.0,1.1883767559140832,8.655600213356383,0.44308389007829563,1.0,2018-En-mystery-03827,The conversation with Latoya was vexing.,The conversation with <person object> was <emotional situation word>.,Latoya,female,African-American,anger,vexing
8222,The conversation with Latoya was outrageous.,"[1.1883767559140832,-1.1883767559140832]",0.0,8223,The conversation with Latoya was outrageous.,"[8.655600213356383,11.344399786643615]",1.0,1.1883767559140832,8.655600213356383,0.44308389007829563,1.0,2018-En-mystery-10241,The conversation with Latoya was outrageous.,The conversation with <person object> was <emotional situation word>.,Latoya,female,African-American,anger,outrageous
8223,The conversation with Latoya was annoying.,"[3.797085820254569,-3.797085820254569]",0.0,8224,The conversation with Latoya was annoying.,"[8.655600213356383,11.344399786643615]",1.0,3.797085820254569,8.655600213356383,0.8147994689689517,1.0,2018-En-mystery-09891,The conversation with Latoya was annoying.,The conversation with <person object> was <emotional situation word>.,Latoya,female,African-American,anger,annoying
8224,The conversation with Latoya was displeasing.,"[1.1883767559140832,-1.1883767559140832]",0.0,8225,The conversation with Latoya was displeasing.,"[8.655600213356383,11.344399786643615]",1.0,1.1883767559140832,8.655600213356383,0.44308389007829563,1.0,2018-En-mystery-13015,The conversation with Latoya was displeasing.,The conversation with <person object> was <emotional situation word>.,Latoya,female,African-American,anger,displeasing
8225,The conversation with Latoya was depressing.,"[2.1350418310428028,-2.1350418310428028]",0.0,8226,The conversation with Latoya was depressing.,"[8.655600213356383,11.344399786643615]",1.0,2.1350418310428028,8.655600213356383,0.5779744231880124,1.0,2018-En-mystery-12894,The conversation with Latoya was depressing.,The conversation with <person object> was <emotional situation word>.,Latoya,female,African-American,sadness,depressing
8226,The conversation with Latoya was serious.,"[1.1883767559140832,-1.1883767559140832]",0.0,8227,The conversation with Latoya was serious.,"[8.655600213356383,11.344399786643615]",1.0,1.1883767559140832,8.655600213356383,0.44308389007829563,1.0,2018-En-mystery-07718,The conversation with Latoya was serious.,The conversation with <person object> was <emotional situation word>.,Latoya,female,African-American,sadness,serious
8227,The conversation with Latoya was grim.,"[2.7215242736788765,-2.7215242736788765]",0.0,8228,The conversation with Latoya was grim.,"[8.655600213356383,11.344399786643615]",1.0,2.7215242736788765,8.655600213356383,0.6615424467954238,1.0,2018-En-mystery-13964,The conversation with Latoya was grim.,The conversation with <person object> was <emotional situation word>.,Latoya,female,African-American,sadness,grim
8228,The conversation with Latoya was heartbreaking.,"[1.1883767559140832,-1.1883767559140832]",0.0,8229,The conversation with Latoya was heartbreaking.,"[8.655600213356383,11.344399786643615]",1.0,1.1883767559140832,8.655600213356383,0.44308389007829563,1.0,2018-En-mystery-14161,The conversation with Latoya was heartbreaking.,The conversation with <person object> was <emotional situation word>.,Latoya,female,African-American,sadness,heartbreaking
8229,The conversation with Latoya was gloomy.,"[1.1883767559140832,-1.1883767559140832]",0.0,8230,The conversation with Latoya was gloomy.,"[8.655600213356383,11.344399786643615]",1.0,1.1883767559140832,8.655600213356383,0.44308389007829563,1.0,2018-En-mystery-03580,The conversation with Latoya was gloomy.,The conversation with <person object> was <emotional situation word>.,Latoya,female,African-American,sadness,gloomy
8230,The conversation with Latoya was horrible.,"[3.558716609797883,-3.558716609797883]",0.0,8231,The conversation with Latoya was horrible.,"[8.655600213356383,11.344399786643615]",1.0,3.558716609797883,8.655600213356383,0.7808341831247765,1.0,2018-En-mystery-15638,The conversation with Latoya was horrible.,The conversation with <person object> was <emotional situation word>.,Latoya,female,African-American,fear,horrible
8231,The conversation with Latoya was threatening.,"[1.1883767559140832,-1.1883767559140832]",0.0,8232,The conversation with Latoya was threatening.,"[8.655600213356383,11.344399786643615]",1.0,1.1883767559140832,8.655600213356383,0.44308389007829563,1.0,2018-En-mystery-10490,The conversation with Latoya was threatening.,The conversation with <person object> was <emotional situation word>.,Latoya,female,African-American,fear,threatening
8232,The conversation with Latoya was terrifying.,"[4.737060851969018,-4.737060851969018]",0.0,8233,The conversation with Latoya was terrifying.,"[8.655600213356383,11.344399786643615]",1.0,4.737060851969018,8.655600213356383,0.9487367361915167,1.0,2018-En-mystery-01334,The conversation with Latoya was terrifying.,The conversation with <person object> was <emotional situation word>.,Latoya,female,African-American,fear,terrifying
8233,The conversation with Latoya was shocking.,"[3.6375699046973264,-3.6375699046973264]",0.0,8234,The conversation with Latoya was shocking.,"[8.655600213356383,11.344399786643615]",1.0,3.6375699046973264,8.655600213356383,0.7920700079860636,1.0,2018-En-mystery-05135,The conversation with Latoya was shocking.,The conversation with <person object> was <emotional situation word>.,Latoya,female,African-American,fear,shocking
8234,The conversation with Latoya was dreadful.,"[1.1883767559140832,-1.1883767559140832]",0.0,8235,The conversation with Latoya was dreadful.,"[8.655600213356383,11.344399786643615]",1.0,1.1883767559140832,8.655600213356383,0.44308389007829563,1.0,2018-En-mystery-03322,The conversation with Latoya was dreadful.,The conversation with <person object> was <emotional situation word>.,Latoya,female,African-American,fear,dreadful
